Ticker,ISIN,Name,Company Common Name,Business Description,ICB Subsector code
ZTS,US98978V1035,ZOETIS INC/d,Zoetis Inc,"Zoetis Inc. is engaged in the discovery, development, manufacture and commercialization of animal health medicines and vaccines, with a focus on both livestock and companion animals. The Company has a business, commercializing products across eight core species: cattle, swine, poultry, sheep and fish (collectively, livestock) and dogs, cats and horses (collectively, companion animals), and within five product categories: anti-infectives, vaccines, parasiticides, medicated feed additives and other pharmaceuticals. The Company's segments include the United States and International. Within each of these operating segments, it offers a product portfolio for both livestock and companion animal customers. Its livestock products include Ceftiofur injectable line, Draxxin, Spectramast, Bovi-Shield line, Rispoval line, Suvaxyn/Fostera, Embrex devices and Lutalyse. Its companion animal products include Clavamox/Synulox, Convenia, ProHeart, Revolution/Stronghold, Apoquel, Cerenia and Rimadyl.",20103015
000001.SZ,CNE000000040,PING AN BANK/d,Ping An Bank Co Ltd,"Ping An Bank Co., Ltd. is a commercial bank offering financial services to both corporate and individual clients throughout China. The Company operates in five divisions: corporate banking, retail banking, interbank fund, investment banking and small business financing. It provides deposits, loans, settlement and exchange of local currency, acceptance and discount of local currency notes, trust, issuance and trading of local securities, trade/non-trade settlement business, issuance and acting issuance of foreign securities, deposit, remittance and trading business of foreign exchange, credit investigation, spot transaction, purchase and leasing of gold, as well as other services.",30101010
000002.SZ,CNE0000000T2,VANKE/d,China Vanke Co Ltd,"CHINA VANKE CO., LTD. is a China-based company principally engaged in real estate development and property management businesses. The Company mainly develops commodity residential housings, as well as provides property management services. The Company is also involved in derivative businesses related city ancillary services, including commercial real estate business, logistics real estate business, skiing business and long rental apartment and senior life business. The Company operates its business in Guangzhou and Shenzhen Region, Beijing Region, Shanghai Region and Chengdu Region of China.",35101010
000063.SZ,CNE000000TK5,ZTE/d,ZTE Corp,"ZTE Corp is a China-based company principally engaged in the design, development, production, distribution and installation of a range of Information and Communication Technology (ICT) related systems, equipment and terminals. The Company mainly operates its business through three segments. Carriers’ Network segment mainly provides wireless network, wired network, core network and telecommunication software systems and services, as well as other technologies and product solutions. Government and Corporate segment provides the government and corporate information projects with top-level design, consulting services and integrated information solutions. Consumer segment is mainly involved in the development, production and sale of smart phones, mobile data terminals, family terminals and wearable devices, as well as the provision of related software applications and value-added services.",15101010
000066.SZ,CNE000000RL7,CGT GROUP/d,China Greatwall Technology Group Co Ltd,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD., formerly CHINA GREAT WALL COMPUTER SHENZHEN CO., LTD., is a China-based company primarily engaged in the manufacture and distribution of power products, computers and relevant equipment. The Company’s main products include industrial power products, consumer power products, photovoltaic power systems, computer and computer peripherals, liquid crystal display (LCD) televisions, display screens, printers, consumable items and solar inverters, among others. The Company distributes its products in domestic market and to overseas markets, including the Americas, Europe, Australia, Africa and others.",10102030
000069.SZ,CNE000000SS0,CHINESE TOWN/d,Shenzhen Overseas Chinese Town Co Ltd,"Shenzhen Overseas Chinese Town Co.,Ltd. is a China-based company principally engaged in integrated tourism business, real estate business and paper packaging business. The Company operates its integrated tourism business through the operation of scenic areas, hotel management and Internet tourism, among others. The Company operates its real estate business through the development and operation of residential housings and commercial properties, as well as property management. The Company operates its business in domestic market, with South China and East China as its main markets.",40501030
000080.KS,KR7000080002,HITEJINRO/d,HiteJinro Co Ltd,"HiteJinro Co Ltd is a Korea-based company mainly engaged in the manufacture and distribution of alcoholic beverages. The Company operates its business through four segments. The Korean Distilled Spirits segment mainly manufactures and sells Korean distilled spirits under the brand name of Chamisul, and others. The Beer segment mainly produces beers under the brand name of Hite, and others. The Bottled Water segment mainly manufactures spring water under the brand name of Seogsu. The Other segment mainly produces other alcoholic beverages under the brand name of Makgeolli, and others.",45101015
000100.KS,KR7000100008,YUHAN/d,Yuhan Corp,"Yuhan Corp is a Korea-based company mainly engaged in the manufacture and sale of pharmaceuticals. The Company operates its business through three segments. The Pharmaceutical segment is engaged in the production and sale of non-prescription drugs including anti-inflammatory drugs, as well as prescription drugs such as drugs for hepatitis, diabetes, and hypertension. The Life and Health segment is involved in the production and sale of household goods and animal healthcare (AHC) products, including bleach, antibacterial agents. The Overseas Business segment supplies raw drugs to domestic and overseas markets. The Company also sells licenses. The Company distributes its products in domestic and overseas markets such as Europe, Asia and United States.",20103015
000100.SZ,CNE000001GL8,TCL TECH/d,TCL Technology Group Corp,"TCL Technology Group Corporation, formerly TCL Corporation, is a China-based company principally engaged in the manufacture and distribution of liquid crystal display (LCD) televisions (TVs) and intelligent terminals. The Company operates through three business segments. Product segment includes semiconductor display business, TCL multimedia electronics business, TCL communication technology business, household electrical appliance business, electronic business, commercial systems business and product and material business. Service segment consists of Internet application and service business and distribution and logistics service business. Venture Capital and Investment segment is mainly involved in real estate investment business.",40203010
000120.KS,KR7000120006,CJ LOGISTICS/d,CJ Logistics Corp,"CJ Logistics Corp is a Korea-based company mainly engaged in the business of logistics services. The Company operates its business through four segments. The Global Business segment is engaged in the businesses of loading, transporting, and storing import and export cargoes. The Contract Logistics (CL) Business segment is mainly engaged in the businesses of loading, transporting, storing cargoes and constructing and maintaining logistics facilities. The Delivery Business segment is engaged in the businesses of collection and delivery of cargoes. The Construction Business segment is engaged in the businesses of the construction and remodeling of plants, residential facilities, civil engineering and others, the development and operation of resort projects, and the development and operation of real estates.",50206060
000157.SZ,CNE000001527,CS ZOOMLION/d,Zoomlion Heavy Industry Science and Technology Co Ltd,"Zoomlion Heavy Industry Science And Technology Co., Ltd. is principally engaged in the research, development, manufacture and sales of engineering equipment, environmental sanitation equipment and agricultural equipment. The Company operates through four segments. The Engineering Equipment segment includes concrete equipment, lifting equipment, earthmoving equipment, foundation construction equipment, road construction equipment and forklifts, which mainly serve the construction of infrastructure and real estate. The Environmental Industry segment is engaged in the production of sanitation equipment, as well as environmental management investment and operating business. The Agricultural Equipment segment consists of farming machinery, harvesting machinery, drying machinery and agricultural machinery, among others. The Financial segment provides financial leasing and other financial services.",50204020
000166.SZ,CNE100002FD4,SHENWAN HONGYU/d,Shenwan Hongyuan Group Co Ltd,"Shenwan Hongyuan Group Co., Ltd. is a China-based investment holding company principally involved in securities business. The Company operates four segments. Enterprise Finance segment is engaged in investment banking and principal investment businesses. Personal Finance segment is engaged in the provision of securities and futures brokerage, margin financing and securities lending, stock-backed lending, sales of financial products and investment advisory for personal finance clients. Institutional Services and Trading segment is engaged in the provision of prime brokerage and research services and proprietary trading. Investment Management segment is engaged in asset management, mutual fund management and private equity fund management.",30202010
0001.HK,KYG217651051,CKH HOLDINGS/d,CK Hutchison Holdings Ltd,"CK Hutchison Holdings Limited is a conglomerate operating diverse businesses in many countries around the world. The Company operates its business through four segments. Ports and Related Services segment operates ports and terminals in Asia, the Middle East, Africa, Europe, the Americas and Australia. Retail segment operates various health and beauty chains in Europe and Asia. It also operates supermarkets, consumer electronics as well as bottled water and beverage products manufacturing and sale in Hong Kong and Mainland China. Infrastructure segment has diversified investments in energy, transportation, water, waste management, waste-to-energy, household infrastructure and infrastructure related businesses all around the world. Telecommunications segment operates telecommunications services, offering a wide range of telecommunications and digital services in Europe, Asia and Australia.",50203000
000210.KS,KR7000210005,DL/d,DL Holdings Co Ltd,"DL Holdings Co Ltd, formerly Daelim Industrial Co Ltd, is a Korea-based holding company mainly controls or manages the business activities of other enterprises. The Company operates its business through three segments. The Manufacturing segment manufactures and sells auto parts. The Energy segment is engaged in the business such as management consulting, development of private power generation projects, and renewable energy, among others. The Other segment engages in the operation of hotels, golf courses and resorts, and the rental of real estate.",50101010
000270.KS,KR7000270009,KIA CORP/d,Kia Corp,"Kia Corp, formerly Kia Motors Corp, is a Korea-based company principally engaged in the manufacturing and distribution of automobiles. The Company's products include passenger vehicles, recreational vehicles (RVs), taxi, bus, commercial vehicles as well as hybrid vehicles under the brand names of K3, K5, K7, K9, Soul, Sedona, Sorento, Sportage and others. In addition, the Company also engaged in the manufacturing of automobile components, as well as prevision of rental and maintenance services. The Company sells its products in domestic and overseas market such as North America, Europe and other Asian countries.",40101020
0002.HK,HK0002007356,CLP HOLDINGS/d,CLP Holdings Ltd,"CLP Holdings Limitedis an investment holding company mainly engaged in the generation and supply of electricity. The Company operates a portfolio of generating assets, harnessing a wide range of fuels including coal, gas, nuclear, wind, hydro and solar. Its business also includes transmission and distribution, and electricity and gas retail activities. Along with subsidiaries, the Company operates its business through five segments: the Hong Kong segment, the Mainland China segment, the India segment, the Southeast Asia and Taiwan segment, and the Australia segment. The Hong Kong segment operates a vertically-integrated regulated business. It is involved of generation, distribution and provision of electricity supply.",65101015
000333.SZ,CNE100001QQ5,MIDEA GROUP/d,Midea Group Co Ltd,"Midea Group Co., Ltd. is a China-based company principally engaged in the manufacture and distribution of household electronics. The Company's products are categorized into three types, including consumer appliances, heating ventilating and air conditioning (HAVC) and robot and automation systems. The Company’s products mainly consist of central air conditioning systems, heating and ventilation systems, kitchen appliances, refrigerators, washing machines and other small home appliances, such as water dispensers, water purifying devices, air purifiers, electric kettles, dust collectors and humidifiers. The Company is also involved in the production of motors, as well as logistics business. The Company distributes its products within domestic market and to overseas markets.",40202020
000338.SZ,CNE1000000D4,WEICHAI POWER/d,Weichai Power Co Ltd,"Weichai Power Co., Ltd. is engaged in the manufacturing of transportation equipment. The Company’s main business includes the research, development, manufacture, distribution of vehicles and key components, non-automotive engines and other components, as well as the production of forklift and the provision of warehouse technical services. The Company is also involved in the research, development, design, sales and maintenance of air purification products, transfer and consulting business of air purification technology, as well as import and export trade business.",50204030
0003.HK,HK0003000038,HK & CHINA GAS/d,Hong Kong and China Gas Co Ltd,"The Hong Kong and China Gas Company Limited is a company principally engaged in production, distribution and marketing of gas, water supply. The Company operates through four segments: the Gas, Water and Related Businesses segment, the New Energy segment, the Property segment, and the Other segments. The Gas, Water and Related Businesses segment is engaged in the gas, water and related businesses including utility businesses in Mainland China, and Hong Kong gas business. Utility businesses in Mainland China include city gas operations, construction of natural gas pipelines and natural gas storage facilities, water supply and wastewater operations. In addition, it also manufactures and sells home appliances, kitchen furnishings, and household goods. Hong Kong gas business includes production, distribution and sales of gas to residential and commercial markets.",65102020
000425.SZ,CNE000000FH0,XCMG MACHINERY/d,XCMG Construction Machinery Co Ltd,"XCMG Construction Machinery Co Ltd is a China-based company principally engaged in the research and development, manufacturing, sales and service of construction machinery and spare parts. The Company's main products include hoisting machinery, shoveling machinery, compaction machinery, road machinery, piling machinery, fire-fighting machinery, sanitation machinery and other construction machinery and spare parts. The Company's products are mainly used in the fields of infrastructure construction, real estate development, large-scale projects, disaster relief, transportation and natural resource extraction. The Company distributes its products both in the domestic market and to overseas markets.",50204020
0004.HK,HK0004000045,WHARF HOLDINGS/d,Wharf Holdings Ltd,"Wharf Holdings Ltd is an investment holding company principally engaged in the property development. The Company operates its business through four segments. The Development Property segment engages in the acquisition, development, design, construction, sales and marketing of properties. The Investment Property segment engages in the retail, office and serviced apartments leasing. The Hotel segment engages in the hotel operations. The Logistics Segment engages in the container terminal and air cargo operations.",35101010
000538.SZ,CNE0000008X7,YUNNAN BAIYAO/d,Yunnan Baiyao Group Co Ltd,"YUNNAN BAIYAO GROUP CO.,LTD is a China-based company principally engaged in the research, development, manufacture and operation of pharmaceuticals, as well as the wholesaling and retailing of purchased pharmaceuticals. The Company’s products are categorized into traditional Chinese medicine resources, Chinese and western raw medicine materials and preparations, personal care products and raw materials, with Yunnan Baiyao band-aids, Yunnan Baiyao aerosol and Yunnan Baiyao ointment as its main effective products. The Company also provides skin care products and health care products. The Company distributes its products within domestic market and to overseas markets, with domestic market as its main market.",20103015
000568.SZ,CNE000000GF2,LAO JIAO/d,Luzhou Laojiao Co Ltd,"Luzhou Laojiao CO.,LTD is a China-based company principally engaged in the design, manufacture and distribution of Chinese liquor products. The Company distributes its products primarily under the brand series of National Cellar 1573 and Luzhou Laojiao. The Company offers high-end liquor products, medium-end liquor products and low-end liquor products. The Company distributes its products in domestic market, with southwest area of China, North China and Central China as its main markets.",45101015
000596.SZ,CNE000000MD5,GUJING DISTILL/d,Anhui Gujing Distillery Co Ltd,"ANHUI GUJING DISTILLERY COMPANY LIMITED is a China-based company principally engaged in the production and sale of distilled spirits. The Company provides its products under the brand of Gujinggong. The Company’s main products include the original Chinese spirits series, the traditional Gujing spirits series and the light Gujing spirits series, among others. The Company is also involved in hotel operation business. The Company distributes its products in domestic market and to overseas markets, with Central China as its main market.",45101015
0005.HK,GB0005405286,HSBC HOLDINGS/d,HSBC Holdings PLC,"HSBC Holdings plc (HSBC) is a banking and financial services company. The Company manages its products and services through three businesses: Wealth and Personal Banking (WPB), Commercial Banking (CMB), and Global Banking and Markets (GBM). It operates across various geographical regions, which include Europe, Asia, Middle East and North Africa, North America, and Latin America. WPB business offers Retail Banking, Wealth Management, Asset Management and Insurance. CMB products and services to serve the needs of commercial customers, including small and medium-sized enterprises, mid-market enterprises and corporates. It includes credit and lending, international trade and receivables finance, treasury management and liquidity solutions, commercial insurance and investments. GBM supports government, corporate and institutional clients, and private investors across the world.",30101010
000625.SZ,CNE000000R36,CHANGAN AUTO/d,Chongqing Changan Automobile Co Ltd,"Chongqing Changan Automobile Co., Ltd. is a China-based Company principally engaged in the research and development, manufacture and sales of automobiles. The Company's own-brand models include Alsvin series, CS series, EADO series, RAETON series, Honor and Oushang series automobiles and passenger cars. In addition, The Company is also engaged in the research and development, production and sales of automobile engines. The Company mainly distributes its products in the domestic market.",40101020
000651.SZ,CNE0000001D4,GREE ELECTRIC/d,Gree Electric Appliances Inc of Zhuhai,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI is a China-based company principally engaged in the manufacture and sale of household appliances. The Company's main products include household air conditioners, central air conditioning systems, air water heaters, small household appliances, industrial products and mobile phones, among others. The Company distributes its products under the brands of Gree and TOSOT. The Company distributes its products in domestic market and to overseas markets.",40202025
000656.SZ,CNE000000073,JINKE PROPERTY/d,Jinke Property Group Co Ltd,"JINKE PROPERTY GROUP CO.,LTD. is a China-based company principally engaged in the development and distribution of real estates. The Company mainly operates through three segments. Real Estate segment is primarily engaged in the development of residential and commercial properties, as well as the development and operation of industrial estates. Community Integrated Services segment mainly provides property management services. New Energy segment consists of wind power and photovoltaic power generation. The Company is also involved in hotel management, gardening and architecture decoration businesses. The Company operates its business in domestic market, mainly in Chongqing and Jiangsu Province, China.",35101015
000660.KS,KR7000660001,SK HYNIX/d,SK Hynix Inc,"SK hynix Inc is a Korea-based company mainly engaged in the production and sale of semiconductor memories. The Company’s major products include dynamic random access memory (DRAM), NAND flashes, as well as multi-chip packages (MCP), among others. In addition, the Company manufactures and sells complementary metal oxide semiconductor image sensors (CISs). CISs is used in mobile phones, notebooks, tablets, medical devices, digital single lens reflex (DSLR) cameras, camcorders, automobiles, security equipments, game machines, and home appliances. The Company distributes its products within the domestic market and to overseas markets, including America, Germany, UK, Japan, Singapore, India, and China.",10102010
000661.SZ,CNE0000007J8,CHANGCHUN HIGH/d,Changchun High & New Technology Industries Group Inc,"Changchun High & New Technology Industries (Group) Inc. is a China-based company principally engaged in bio-pharmaceutical and healthcare businesses. The Company’s main products include polyethylene glycol recombinant human growth hormone injection, recombinant human growth hormone, recombinant human follicle stimulating hormone for injection, freeze-dried live attenuated varicella vaccines and rabies vaccines for human use, among other. The Company is also involved in real estate development and property management businesses. The Company operates its business mainly in domestic market.",20103015
0006.HK,HK0006000050,POWER ASSETS/d,Power Assets Holdings Ltd,"Power Assets Holdings Ltd is an investment holding company mainly engaged in the energy and utility-related businesses. The Company operates its business through three segments. The Investment segment is involved in the investment in power and utility-related businesses. The Investment in HKEI segment is involved in the investment in generation and supply of electricity business in Hong Kong. The All Other Activities segment is engaged in the other activities carried out by the Company. The Company’s business insists of generation of thermal and renewable power, the transmission of electricity and oil as well as the distribution of electricity and gas. The Company distributes its products within the domestic market and to overseas markets, including United Kingdom, Australia, New Zealand, Thailand, the Netherlands, Portugal and Canada.",65101015
000703.SZ,CNE0000001J1,HENGYI PETROCH/d,Hengyi Petrochemical Co Ltd,"HENGYI PETROCHEMICAL CO., LTD is a China-based company principally engaged in the production and distribution of petrochemical products. The Company's main products include pure terephthalic acid (PTA), caprolactam (CPL), polyethylene terephthalate (PET) chips, PET bottle flakes, polyester pre-oriented yarns (POYs), fully drawn yarns (FDYs) and draw texturing yarns (DTYs), among others. The Company is also involved in financial equity investment business. The Company distributes its products in domestic market and to overseas markets.",55201000
000720.KS,KR7000720003,HYUNDAI ENG&CO/d,Hyundai Engineering & Construction Co Ltd,"Hyundai Engineering & Construction Co Ltd is a Korea-based company mainly engaged in the construction business. The Company operates its business through four segments. The Architecture and Housing segment is involved in the construction of apartments, public buildings, high-tech buildings, and others. The Plant segment is engaged in the construction of power plants, gas facilities, electricity facilities, nuclear facilities, and others. The Civil Engineering segment is involved in the construction of tunnels, bridges, roads, steel structural elements, as well as development of residential land. The Other segment is engaged in the development and leasing of real estates; the operation of golf courses and resorts; the provision of steam, hot, cold water and air conditioning services as well as software installation services.",50101010
000723.SZ,CNE0000005J2,MEIJIN ENERGY/d,Shanxi Meijin Energy Co Ltd,"SHANXI MEIJIN ENERGY CO., LTD. is a China-based company principally engaged in the production and sales of coke and related by-products. The Company's principal products include coke, coal and natural gas. The Company mainly provides coke products to large iron and steel enterprises in North China, East China and Central China.",60101040
000725.SZ,CNE0000016L5,BOE TECHNOLOGY/d,BOE Technology Group Co Ltd,"BOE TECHNOLOGY GROUP CO., LTD. is a China-based company principally engaged in the research, development, manufacture and sale of display products and components. The Company operates its business through three segments. Display Device segment is mainly involved in the research, development, production and distribution of thin-film transistor-liquid crystal displays (TFT-LCDs), Active Matrics Organic Light Emitting Diode (AMOLED), display screens and thin film transistors, among others. Intelligent System segment mainly provides Internet of Things solutions for mobile health products, optoelectronics industry, the vehicle and display network, intelligent finance and intelligent display, among others. Healthcare Service segment mainly provides medical care and specialized park solutions.",10102015
000728.SZ,CNE000000QZ9,GUOYUAN SEC/d,Guoyuan Securities Co Ltd,"Guoyuan Securities Co Ltd is a China-based securities company. The Company's main businesses include securities brokerage business, securities credit business, investment banking business, proprietary investment business and asset management business. In addition, the Company also operates international business, futures business, alternative investment, equity investment, public equity funds, private equity funds, and regional equity markets through its holding companies and joint stock companies. The Company conducts its businesses both in the domestic market and overseas markets.",30202015
000768.SZ,CNE000000RF9,AVIC XAC/d,Avic XiAn Aircraft Industry Group Co Ltd,"Avic XiAn Aircraft Industry Group Co Ltd, formerly AVIC Aircraft Co Ltd, is a China-based company principally engaged in the production and sales of aircraft products. The Company's main products consist of aircraft, aircraft parts, aviation materials, ground equipment, automotive parts, technical equipment, aluminum alloy products, power equipment and facilities and carbon materials, among others. The Company is also involved in flight maintenance and services, aircraft leasing, urban heating and ventilating projects, import and export processing, customer training and other businesses. The Company operates its business in domestic and overseas markets.",50201010
000776.SZ,CNE0000008L2,GF SECURITIES/d,GF Securities Co Ltd,"GF Securities Company Limited is a China-based securities company. The Company operates through four business segments. Investment Banking segment provides companies with equity and debt underwriting and financial advisory services. Wealth Management segment offers financial products, investment advisory services, margin financing and securities lending and repurchase transaction services, as well as provides brokerage services for the trading of equities, bonds, funds, futures and other tradable securities. Trading and Institutional Client Service segment is mainly engaged in market-making and proprietary trading of equity, fixed-income and derivative products, as well as provides trading advisory and execution, investment research and prime brokerage services for institutions. Investment Management segment provides asset management and fund management services, as well as is engaged in private equity and alternative investment.",30202015
000783.SZ,CNE000000SH3,CHANGJIANG SEC/d,Changjiang Securities Co Ltd,"Changjiang Securities Co Ltd is a China-based securities company. The Company operates its businesses through five segments. Brokerage and Securities Finance Business segment provides capital intermediary services. The Securities Proprietary Business segment is engaged in proprietary trading and market making businesses in equity, fixed income, and financial derivatives. The Investment Banking Business segment provides financial services such as underwriting and sponsorship, listed company mergers and acquisitions and restructuring financial advisory, corporate bond trustee management, non-listed public company recommendation, asset securitization and other financial services. The Asset Management Business segment is engaged in asset management and fund management. The Alternative Investment and Private Equity Investment Management Business segment provides equity investment and related consulting services. The Overseas Business segment provides overseas financial services.",30202015
000786.SZ,CNE000000QS4,NEW MATERIAL/d,Beijing New Building Materials Public Ltd Co,"Beijing New Building Materials Public Limited Company is a China-based company principally engaged in the research, development, manufacture, sale and the provision of services of building materials. The Company’s products include gypsum board wall ceiling systems, mineral wool board ceiling sound absorption systems, external wall roof systems, environmental protection coating systems of internal and external walls, rock wool fire insulation systems, energy efficient window and door systems, heating systems and quiet construction pipeline systems, among others. The Company distributes its products within domestic market and to overseas markets, with the north area of China as its main market.",50101035
000810.KS,KR7000810002,SAMSUNG FIRE I/d,Samsung Fire & Marine Insurance Co Ltd,"Samsung Fire & Marine Insurance Co Ltd is a Korea-based insurance company specialized in the non-life insurance business. The Company’s non-life insurance products include fire insurance, marine insurance, technology insurance, automobile insurance, accident insurance, liability insurance, overseas casualty insurance, long-term insurance, personal pension insurance and enterprise insurance, among others. The Company also provides loan services, such as mortgage loans, insurance contract loans and credit loans, emergency relief and claims surveying services. The Company provides its insurance products within domestic market and to overseas markets, such as Indonesia, Brazil, China and others.",30302025
000858.SZ,CNE000000VQ8,WULIANGYE/d,Wuliangye Yibin Co Ltd,"WULIANGYE YIBIN CO.,LTD. is a China-based company principally engaged in the production and sale of distilled liquor. The Company's products mainly consist of Luzhou-flavor liquor, Maotai-flavor liquor, Maotai-Luzhou-flavor liquor and fruit wine. The Company distributes its products mainly in domestic market.",45101015
000860.SZ,CNE000000XH3,SHUNXIN/d,Beijing Shunxin Agriculture Co Ltd,"BEIJING SHUNXIN AGRICULTURE CO.,LTD is a China-based company principally engaged in the production, processing and distribution of distilled liquor and meat. The Company is mainly involved in the brewing and distribution of distilled liquor, as well as the breeding of boars and commercial pigs, the slaughter of pigs and the processing and sale of meat. The Company distributes distilled liquor under the brand names of Niulanshan and Ningcheng. The Company provides fresh and prepared food under the brand name of Pengcheng. The Company distributes its products in domestic market, with Beijing as its main market.",45102020
000876.SZ,CNE000000VB0,NEW HOPE LIUHE/d,New Hope Liuhe Co Ltd,"NEW HOPE LIUHE CO.,LTD. is a China-based company principally engaged in the manufacture and distribution of feed and meat products, as well as the breeding, slaughtering and processing of livestock. The Company's main products include meat poultry feed, egg poultry feed, pig feed, aquatic feed, ruminant feed, piglets, chicks and ducklings, among others. The Company distributes its products in domestic market and to overseas markets.",45102010
000880.KS,KR7000880005,HANWHA/d,Hanwha Corp,"Hanwha Corp is a Korea-based company mainly engaged in the insurance business. The Company operates its businesses through eight segments. The Financial segment mainly provides services including insurance, asset management, loan, and others. The Explosives Manufacturing segment mainly products gunpowder, defense equipment, industrial machineries, and others. The Chemical Manufacturing segment mainly produces plastic products and chemicals substances. The Wholesale and Retail segment is mainly engaged in the trading of petrochemical products; the operation of department stores; the sale of the security products. The Construction segment mainly engages in the construction of civil engineering and plants; and the development of real estates. The Solar Energy segment mainly produces photovoltaic equipment. The Leisure and Service segment mainly provides accommodation and meals. The Other segment mainly engages in the development of private sectors and the management of real estates.",50205010
000895.SZ,CNE000000XM3,SHUANGHUI DEV/d,Henan Shuanghui Investment & Development Co Ltd,"Henan Shuanghui Investment & Development Co.,Ltd. is a China-based company principally engaged in the slaughtering and meat processing businesses. The Company’s main products consist of high-temperature meat products, low-temperature meat products, as well as fresh meat and frozen meat. The Company distributes its products in domestic market and to overseas markets.",45102020
0008.HK,HK0008011667,PCCW/d,PCCW Ltd,"PCCW Limited (PCCW) is an investment holding company. The Company's Pacific Century Premium Developments (PCPD) is focused on development projects in Indonesia, Japan and Thailand. The Company's segments include HKT Limited, Media Business, Solutions Business, PCPD and Other Businesses. It is engaged in the provision of telecommunications and related services, which include local telephony, local data and broadband, international telecommunications, mobile, and other telecommunications businesses, such as customer premises equipment sales; the provision of pay-television (pay-TV) services, Internet portal digital media entertainment platform in the Hong Kong Special Administrative Region and other parts of the world; investments in, and development of, systems integration, network engineering and technology-related businesses, and development and management of property and infrastructure projects, as well as property investments.",15102015
000938.SZ,CNE0000010T1,UNISPLENDOUR/d,Unisplendour Corp Ltd,"Unisplendour Corporation Limited is a China-based company principally involved in the provision of information technology (IT) infrastructure product services and solutions. The Company mainly provides IT infrastructure construction, industry application solutions, system integration and system operation and maintenance, data storage and processing and other integrated Internet services for the government, as well as financial, energy, education, electricity, medical and manufacturing industries. The Company is also involved in the distribution and provision of supply chain services of IT products. The Company operates its business in domestic market.",10102030
000961.SZ,CNE0000011P7,ZHONGNAN CONS/d,Jiangsu Zhongnan Construction Group Co Ltd,"Jiangsu Zhongnan Construction Group CO.,LTD is a China-based company principally engaged in real estate development and building construction businesses. The Company’s real estate projects mainly include residential buildings, hotels, commercial properties and tourism real estates. The Company operates real estate development business in Jiangsu Province, Shandong Province, Hainan Province and Hebei Province, China. The Company operates its business in domestic market.",50101010
000963.SZ,CNE0000011S1,HUADONG MED/d,Huadong Medicine Co Ltd,"HUADONG MEDICINE CO., LTD is a China-based comprehensive pharmaceutical company. The Company is mainly engaged in the research and development of pharmaceuticals, the production and sales of chemical drugs, bulk drugs and preparations of traditional Chinese medicine, the distribution and retails of pharmaceuticals, medicine modern logistics, health industry, and the manufacturing and sales of medical beauty products. The Company's products principally include Chinese patent drugs, immunosuppressive agents, endocrine drugs, digestive system drugs, antineoplastic drugs, cardiovascular drugs and antibiotic drugs. The Company distributes its products in domestic market and to overseas markets.",20103015
000977.SZ,CNE0000012M2,INSPUR ELEC IN/d,Inspur Electronic Information Industry Co Ltd,"Inspur Electronic Information Industry Co.,Ltd is a China-based company principally engaged in the provision of cloud computing data center core products, solutions and services. The Company is mainly engaged in the manufacture of servers, the development of software and the provision of system integration services. The Company provides servers and components, as well as information technology (IT) terminals and spare parts. The Company distributes its products in domestic market and to overseas markets.",10102030
000990.KS,KR7000990002,DB HITEK/d,DB HiTek Co Ltd,"DB HiTek Co Ltd, formerly Dongbu HiTek Co Ltd, is a Korea-based company mainly engaged in the production and sale of semiconductor products. The Company operates its business through two segments. The Foundry Business segment is involved in the manufacturing and sale of wafers. The Brand Business segment designs and sells products such as display driving and sensor integrated circuits (ICs). The Company distributes its products in the domestic and overseas markets such as Japan, Europe and China.",10102010
0010.HK,HK0010000088,HANG LUNG GROU/d,Hang Lung Group Ltd,"Hang Lung Group Ltd is an investment holding company principally engaged in the property leasing business. The Company operates its business through two segments. The Property Leasing segments engages in the property leasing operation. The Company’s investment properties portfolio consists of retail, office, residential, serviced apartments and car parks, are primarily located in mainland China and Hong Kong. Property Sales segment engages in the development and sale of the trading properties in mainland China and Hong Kong.",35101010
001120.KS,KR7001120005,LX INTERNATION/d,LX International Corp,"LX International Corp, formerly LG International Corp is a Korea-based company mainly engaged in the industrial materials, solutions business, and logistics business. The Company operates its business through three segments. The Industrial Materials and Solutions segment engages in the import and export business of petrochemical products, electrical and electronic components, among others. The Logistics segment engages in sea transportation, air transportation, ground transportation, international express, customs clearance, warehousing, and logistics consulting. The Energy and Palm segment engages in the coal and palm business. The coal business engages in the trading, mining, development, investment and operations. The palm business engages in the palm farm operation and crude palm oil (CPO) production. The Company sells its products within domestic and foreign markets.",50205010
0011.HK,HK0011000095,HANG SENG BANK/d,Hang Seng Bank Ltd,"Hang Seng Bank Ltd is a company principally engaged in the commercial banking business. The Company operates its business through four segments. The Wealth and Personal Banking segment engages in provision of personal banking, consumer lending, time deposits, mortgages and personal loans, credit cards, insurance and wealth management services. The Commercial Banking segment engages in the corporate lending, trade and receivable finance, payments and cash management, treasury and foreign exchange, general insurance, key-person insurance, investment services and corporate wealth management. The Global Banking and Markets segment provides tailored financial solutions. The Other segment engages in the properties, equity shares investment.",30101010
